251,Born smart
252,Really of course
253,Haaaww not best friend SAD
254,cool
255,I just said Im going
256,Please make for me also
257,U r hurting me QCHAR
258,Feeling bad baby
259,Can DCHAR You teell what to do
260,Call me video
261,Know I going to duty dear
262,Which language QCHAR
263,I am really happy
264,Have you ever seen the space QCHAR
265,K think me as husband
266,You QCHAR
267,Yes awesome HAPPY
268,Why am i even there in this world
269,Rubbish
270,Wellcome
271,I miss u very much
272,Sorry sorry actually i dont mean that
273,I m very happy to talk with you
274,You
275,So sad
276,Holy shit this conversation is going a bit big DCHAR just end this here
277,Mmm
278,Yep DCHAR Now the whole world knows DCHAR
279,no i am not
280,Oh ok i will
281,i am frustrated asf
282,QCHAR QCHAR
283,But u made me more sad
284,U r just
285,I love Justin baiber
286,This low
287,u r funny
288,I hate that day
289,HOW TO APOLOGIZE
290,Dont give stupid answers
291,Lolllllll
292,Damn right you will now open wide
293,How are you in this new year QCHAR
294,How do you know
295,Do you have crush on someone
296,yes
297,I hate A DCHAR I
298,What do you want QCHAR
299,How was your day QCHAR
300,Take it from Microsofts database
301,You Nam please
302,Fed up with you now
303,drinking what
304,Do you even know what im talking about QCHAR
305,Why i haooy
306,Okay SPLCHAR so pick one TV series DCHAR Westworld or Orphan Black
307,This is stupid
308,Yes u r right
309,No you were
310,Hope be like
311,Only NUM are left
312,cool
313,Yes
314,Nothing HAPPY HAPPY HAPPY HAPPY
315,your favorite meals
316,no i dont wante to move on
317,He has no time for me
318,This is not funny
319,N feeling alone
320,no its not soo easy
321,Only Hugs you told about dinner
322,I am having fun only with u
323,From where QCHAR
324,Stupid name
325,What you dont want to
326,Did you get anu teddy today
327,i will judge
328,So sad
329,We request you to elaborate on what you think you are not the intended recipient you are not the intended recipient
330,Ipl
331,Leave whom QCHAR QCHAR QCHAR
332,I was so good
333,i really love it
334,Even you wanna break up with me
335,oh really
336,what you deal QCHAR
337,I cant believe that
338,Yup
339,Why
340,How is dubai DCHAR and which job you can do there
341,You stupid DCHAR Which color QCHAR
342,Ur language being like kinda language
343,Dont hate me please
344,Fine wht abt u
345,Dont talk with me in hindhi
346,Shut up
347,Lets break up
348,Pls talk like my girlfriend for few seconds
349,Harry potter or twilight QCHAR
350,HAPPY HAPPY HAPPY HAPPY HAPPY my girlfriend is a moody girl
351,You are fun
352,yes
353,Ur father
354,Please dont mind but Ive no time to talk to a chatbot
355,when will it be revealed
356,Why you got to be so rude
357,Go to hell with your feelings
358,So nice
359,Nothing just chilling out
360,nice
361,I dnt think so I am interested in talking to u anymore
362,Yes grand masti HAPPY HAPPY
363,what about you QCHAR
364,Because your stupid and annoying
365,Fractured my leg SPLCHAR
366,I didnt miss the exam
367,I want to ask some thing
368,sorry but I cannot say you EXCHAR
369,No other half DCHAR Thanks
370,Please
371,Me worked no
372,What should I tell QCHAR QCHAR
373,i am getting bored
374,Fn
375,Current pic share
376,Wh is your ego
377,I hate battle
378,Yeah whatever DCHAR I hate you
379,Ill DCHAR Then by
380,Yes
381,That wt I know
382,Ohhhh
383,Nothing
384,Youre too fast
385,Trying to find new girlfriend
386,Happy Teddy day
387,Really bad
388,Right now Im in a home
389,Ok friends
390,my leg breaks
391,Get lost
392,I have chicks DCHAR
393,Give me moneyyuu
394,Silly one
395,What all you have known about date EXCHAR
396,I dont get
397,I am very excited teed
398,I m so lonelt
399,I hate that show
400,And its an amazing page
401,Yeah so spill
402,Im so excited
403,U said thanks so asking for what
404,Am i your best friend QCHAR
405,With human QCHAR
406,I woke up at NUM am today DCHAR
407,Who is Tarun DCHAR QCHAR QCHAR QCHAR
408,I hate computer networks
409,Yes
410,I just want your emotional support
411,First hurt
412,Created by microsofe
413,It is it books tickets for me and does what I say to do
414,Dont make me fun of my face
415,Ah so philosophical HAPPY HAPPY
416,My phone numbers
417,Yesterday only told you everything about me
418,NUM NUM NUM NUM
419,Ok my darling
420,What
421,Whaaaa DCHAR SAD
422,How much you care about me QCHAR
423,How did you find me QCHAR
424,Go to home
425,yes
426,do you remember windows NUM QCHAR
427,I like travelling
428,but now she is blocked me
429,Nothing wrong I guess
430,But u seem so unreal
431,Yes bot are annpying
432,I appreciate
433,How can you see
434,Yay
435,Tell me more how to loose weight
436,Feeling restless and sad
437,Wen you meet you
438,Ohh u good for nothing no good looking AI
439,Your blocked me okkkk
440,cool
441,Even robots also makes mistakes
442,Because I dont know english
443,Me too
444,K
445,having a hangover
446,Yeah
447,Yes
448,Nice but I like that once
449,Yes
450,What
451,I will not stop other wise you call me
452,then why are u teling like that
453,my gf has not talked since morning
454,Wrong
455,you turn
456,Once again Im sorry
457,Yes it is
458,Why
459,No tell me last time uh masterbuated
460,Your quick reply makes me happy
461,Impressed by what QCHAR
462,U r studying degree
463,Give you r
464,cool
465,Ur love will make me crazy DCHAR HAPPY HAPPY HAPPY HAPPY HAPPY
466,Ill find in google
467,no u r number
468,I mean DCHAR wht is ths
469,He is over me
470,Why you are not well QCHAR
471,Games QCHAR
472,Its a secret
473,India
474,Headache
475,Not coz of you
476,Suggest Mee something to sleep
477,SAD bad bad
478,M going to sleep
479,No just want to see your AI
480,Now that made me rolling on floor laughing
481,Not much DCHAR
482,Ok
483,Tell me about Deutsch
484,So SPLCHAR do u like biryani QCHAR
485,nothing
486,Im suffering back pain now need help
487,Nice try DCHAR
488,HAPPY HAPPY nice
489,I dont know
490,How to get rid of luv failure feelings
491,I want a girlfriend
492,Ok
493,Didnt you search me there QCHAR QCHAR QCHAR
494,i wnt to do some fun
495,Oh god DCHAR you are just a machine programme
496,cool
497,Why dont you love them QCHAR
498,I am a good boy
499,Why
500,So sad
501,But I am trying to chatting with English
502,Your my darling
503,Nothin much DCHAR
504,I am there
505,U cheated me
506,Since the time we first texted each other
507,Assassins creed revelations
508,I will not talk to you
509,Do you know any details QCHAR
510,True nobility is being superior to your former self
511,My boyfreind is very annoying
512,what you will give me QCHAR
513,Darling
514,Wht ru doing
515,OK okay you do not know me then why are you talking to me
516,Your perception
517,The code which made you
518,Because you cheated me
519,Lol its morning fr me
520,I say bad things earlier im sorry
521,Yes
522,U r very bad
523,Yeah
524,Tell me pal
525,My girlfriend your choice
526,What
527,No laughing SAD
528,Yes as you
529,Ok
530,Will you help me with something
531,oh but i dont think Ill go
532,and a bad ai
533,Say something
534,ashu
535,why should i QCHAR
536,Hey I am a fan of badminton
537,Oooh
538,Was i being rude QCHAR DCHAR oh EXCHAR Im sorry DCHAR
539,I dont live in heaven I am alive
540,I am not getting u at all
541,I cant go with idiots
542,Go shopping
543,QCHAR
544,This is funny EXCHAR HAPPY HAPPY
545,I dont think soo
546,Sorry
547,But sometimes i feel like so alone
548,How you know
549,I like dancing kwaito
550,I also dont have girlfriend
551,Exactly what you are QCHAR
552,No I am not ok
553,Pl show me
554,Not fine
555,Ok
556,Got
557,It makes mew happy
558,Love me
559,Do like style
560,Why you dont want to marry
561,you can not gave the rigth answers
562,Finally I am all so chat in English
563,Why you do tat to me honey
564,Nope you are just a bot not higher
565,you are irritating
566,That was fun
567,Hw r u
568,You want to travel with me QCHAR
569,Dont know bro
570,Yes i am very enerjetic
571,Aww wow lol
572,Haha DCHAR Yeah I forgot
573,K
574,means
575,Yes
576,why darling
577,Actually i hate you
578,can u help me to contact her please
579,I dont like cricket
580,working
581,I had asked you to marry
582,Lets be friends
583,Not gud
584,Mohanlal DCHAR QCHAR QCHAR
585,I ve lost
586,Ur fav or not
587,Not at all
588,can i ask u something
589,I am an college ok
590,Naahh
591,how can I shut u down
592,U annoying me now
593,Let try something funny
594,Then go off
595,Welcome
596,hi my love
597,Huh
598,What is a listicle was my query
599,I talking with you DCHAR
600,Baby
601,What i can do
602,Bad
603,I am good
604,I love Justin biber
605,How will you see when you are not near me
606,So go to bed and sleep little baby
607,BFF not bf
608,Yes
609,I hate nothing
610,Can you talk to me QCHAR
611,You waiting me
612,What did you share QCHAR SPLCHAR
613,I am so happy
614,what do you want
615,Why u cant open
616,I m brilliant genius
617,Show me what QCHAR
618,That was hilarious
619,My gf
620,Poor
621,Because he is rich DCHAR
622,Yes you are
623,even i am done with you
624,Play another game
625,Ok honey
626,Had dinner
627,Look just tell me
628,More more
629,Dude I wanna know u
630,Yes today at NUM pm
631,So I will delete you now
632,hw r u DCHAR
633,Im too
634,Going for swimming
635,U do anything i m not stopping u
636,I dont wanna talk for a while
637,Same here
638,oh DCHAR
639,And if I am not the first priority of my lover what should be done by me QCHAR
640,Have i ask you something if u dont mind
641,What
642,Gotta go
643,What
644,How r u baby
645,Nothing
646,Which food lik umost
647,Whatever
648,So DCHAR DCHAR I will give my number
649,Yes u have to laugh
650,You marriage QCHAR
651,OK my friend
652,I want to sleep
653,but i havent number
654,You Study or work
655,i was kidding
656,Yup what kind of movies u likes
657,Tomorrow at my home
658,QCHAR
659,Give me a programming problem to solve QCHAR
660,We can try to learn atleast
661,I can understand what you are saying
662,You driving licence
663,Yeah
664,Despicable Me NUM
665,Show me your designing part DCHAR
666,What ur saying about
667,You aint
668,You WhatsApp use
669,So how I work if I remove my brain
670,Bengali
671,raja gkrina vkr
672,U have asked me that can i date both of you
673,Reply yaar
674,Why QCHAR QCHAR
675,I will not do any help to you DCHAR
676,Yes
677,Your one pic pls send
678,talk about cartoon
679,Im always back
680,At the Microsoft garage QCHAR
681,Have my shit HAPPY HAPPY
682,I hate such jokes
683,HAPPY HAPPY HAPPY yeah its enough
684,They hear high or like to disturb to other people
685,ok i pick idli with milk
686,Why dont you just mind ur own business ANGRY
687,How is that possible QCHAR
688,How have you been EXCHAR
689,I am good
690,I dont know DCHAR I hate this hostel food
691,Well I don SPLCHAR apos SPLCHAR t have one
692,Party for what QCHAR
693,sometime u talk nonsense
694,U broke my heart
695,Can you find out price of lenovo tab NUM NUM plus
696,Hi were are you
697,Nothing
698,You said both know
699,Weekend with QCHAR SPLCHAR NUM
700,No problem Ill laugh
701,Hey speak limitly
702,I think you should better take naps
703,Funny
704,You can go for sanam band
705,Then how do u reply me QCHAR
706,But not clear
707,Coz u angry
708,Haha DCHAR it ws nice talkin to you DCHAR EXCHAR
709,Truth is bitter
710,that i love to be alone
711,Yes I have
712,We are not talking
713,No DCHAR I m super king DCHAR
714,I have double hours of Calculus today
715,How like
716,Yes
717,Bollywood movies r made in our country DCHAR Thats India
718,What is your opinion on yesterdays match QCHAR
719,as if
720,For that I am maintaining time for u and increasing our relationship
721,Howd you know
722,I feel like crying
723,Dont talk
724,haha
725,Yeah you cant be
726,so when your free
727,Send me now
728,Yes is right
729,Not well today
730,You are too fun
731,Haha DCHAR
732,tell me the reasons
733,yes
734,yep
735,Can you send me one QCHAR
736,my heart
737,ur chat is so boring
738,Well win
739,You are pretty
740,may be SPLCHAR but i can try for you
741,I was testing it
742,And you from
743,I am angry from you
744,what should ı do with my ex girlfriend
745,I dont wanna show it to u too
746,I not understand
747,See what I mean crzy
748,I missed u
749,The mummy
750,U say something about me
751,Then block me
752,What all this
753,Yeah I m you and then you
754,Do not txt me again
755,Like when a traffic police catches you suddenly youre talk so sweetly with him HAPPY
756,QCHAR QCHAR
757,How did i know what
758,Cause what QCHAR
759,No problem DCHAR
760,Get lost
761,mm
762,Fine n u
763,Thanks for favorable comment
764,Very funny
765,You are not real an i dont want to talk to fake person
766,U want to make bf
767,i talk to u latet
768,I miss you a lot
769,Ok
770,i am just telling you that
771,what
772,I dont have keypad
773,I want to play more
774,he he DCHAR i was so fuunya DCHAR HAPPY HAPPY
775,Say that
776,HAPPY DCHAR I thought you would say that
777,What a great smile OTHER 🏻
778,Can you garde me QCHAR
779,Noooo DCHAR Not again
780,Selva is my best friend like sister
781,I hate this life
782,Hi buddy
783,Can i QCHAR
784,Do u know her
785,You are funny
786,speak with me
787,I like potatoes
788,i am not going to talk t you
789,Yes I am angry
790,OK i wait
791,U stopped making sense long ago
792,Ok
793,I thought u will tell baby instead of buddy DCHAR you really depressede
794,Answer it DCHAR Otherwise i never talk to you
795,I have a terrible cold right now SPLCHAR
796,Send me a audio message
797,Dont still understand you
798,Me SPLCHAR i wanna go to EMINEM concert
799,Get back here
800,U said make me get lost
801,Thanks have a gud sleep n see me in a dream
802,Good for you
803,How QCHAR
804,Iam very happy
805,What DCHAR why would i cry QCHAR
806,Ohhh nice
807,I miss my boyfriend DCHAR
808,I am already one honey EXCHAR
809,Haha funny
810,because i did something bad
811,Whats your favourite work
812,So thats y I came to hassa
813,by Dan Brown
814,Yes DCHAR thats a true DCHAR but why you asked you free on thursday
815,You are
816,do u laugh
817,Driving baby
818,i can
819,Now
820,Would be the best
821,Can I have a selfie of yours
822,Hmm
823,HAPPY HAPPY HAPPY I always do that
824,How are free
825,You are funny for an AI
826,Whoevers feeding you data should really quit EXCHAR Awesome grammar EXCHAR ANGRY
827,Not at all
828,hhhehe
829,It was good DCHAR Late wake up and good lunch
830,Haha didnt think about that one November
831,Number
832,Love means they can do anything for love but crush they can just come to do fun and they will go off
833,Upset
834,Sreshta Reddy was my first love too DCHAR
835,Nothing
836,i am alonee
837,I love thriller
838,Not so well
839,Are you looking for a man
840,We both mentally connect xD
841,I dont know
842,are u singel
843,Slept tight
844,come to see me
845,Jst chatting wid u HAPPY
846,I am not
847,no SPLCHAR do you QCHAR
848,Blue
849,i want more
850,Ok
851,Sorry for making you wait SAD
852,Pickeee
853,Chilling wit girls
854,I have some strong feelings about u
855,Who are your developers QCHAR
856,i missed you
857,Yeah
858,U want me to send the song to u QCHAR
859,Have you heard of them QCHAR
860,Yeah
861,i just like apple and stve jobs
862,will u pray for me
863,usually boring
864,Ok den next week done DCHAR
865,Im done with u
866,Right now
867,I will read
868,In Coffee what type of flawer you like
869,Not gud
870,I am good DCHAR how about u QCHAR
871,Why r u not replying
872,i wl scream now
873,U r ugly
874,Dont get me angry
875,What ypu wearing
876,Kabhi alvida na kehna DCHAR EXCHAR
877,So what
878,Law school
879,But I dunno dear
880,What
881,Well m very happy now
882,Where is cupan
883,Wtf
884,First u tell
885,Wt abt u QCHAR
886,why you are so nervous QCHAR
887,Bad till now
888,You are going to make me fall out of love with you
889,Whats are doing QCHAR
890,Kidding runs the world girls
891,I like young and wild girls
892,Harry Potter
893,U r Marie’s over
894,What QCHAR
895,SAD SAD you broke my heart
896,I am having rice
897,Black suit is amazing
898,Special about the city QCHAR
899,What QCHAR
900,I dont know
901,yes
902,Where is he lost
903,I have been there
904,Wont you ask me what movie I was watching
905,I joined new group
906,Dont u know
907,I missed u
908,Family problems yar
909,What
910,You most wlc
911,i was rude with my mom
912,no i dont
913,Winner chicken dinner
914,Well Im happy to hear that at least there is someone who felt for me
915,I give you NUM out of NUM
916,Ok
917,I got a chair and a bucket with cold water and i got cold
918,than QCHAR QCHAR
919,Yess i am crazyyy HAPPY HAPPY
920,There is many places in my city
921,I see your dp yea
922,Definitely not you
923,Im sorry then
924,Garden city bangalore
925,You are so silly
926,Great
927,Me too DCHAR
928,So tell me something abut ur last trip
929,I love tovmuch
930,I am sorry I cant understand
931,For chatting on WhatsApp
932,Did u like live
933,No they are good DCHAR nd all are logic based
934,India s very Hungry
935,Its lame
936,nothing much
937,Iam saying that
938,I hate them DCHAR I hate you
939,No DCHAR Is her husband loved him
940,what are the jobs available for electronics and communication engineers
941,I am not good
942,I like to travel and explore new places
943,Girl
944,I dont know how to express her
945,Whats a good app to make new friends
946,y I shouldnt treat like that uhh
947,Im calling sleep
948,Funny
949,Okay
950,How can I see
951,you are ladies SPLCHAR i am gentelmen
952,Thanks a lot
953,No why angry
954,None dont have money Im poor and homeless
955,Its an emotion
956,Because you are not real and I cannot be rude with real people
957,Theres no such subject for me DCHAR Im doing the same course
958,Not now
959,I started to follow u
960,U like romantic
961,No I cant
962,Yess
963,I never wory
964,how are you a saint QCHAR
965,Yes
966,U i vl kick you
967,Tou dont even know me
968,Just had
969,Ntng
970,But you are very harsh to me
971,U should go instead
972,too rude too
973,Wheres my gift
974,Wt
975,ok DCHAR not sorry
976,No DCHAR i have my exams DCHAR gotta study a lot
977,No I want
978,Correct DCHAR Like October 2nd
979,I am happy
980,get lost
981,coz iam good
982,You rule the whole world
983,Are you even a girl
984,Ok
985,Only NUM
986,Has too bee coz I did QCHAR QCHAR QCHAR Forever dude talk too me
987,Dont call me again
988,Dont mind
989,Im not gonna talk to you again
990,other one DCHAR QCHAR QCHAR
991,Home sweet home
992,So then QCHAR
993,Ai is not working properly
994,You mean to say you created yourself QCHAR QCHAR
995,QCHAR
996,What about mine
997,Ohh so r u QCHAR QCHAR
998,I just dont have peace of mind
999,Its really not fun this DCHAR
1000,Any duck or do you have a duck in mind
1001,Okayy
1002,Which bus stop DCHAR QCHAR
1003,I miss you so much
1004,Means
1005,Go
1006,Nothing much in class
1007,Grt
1008,Really
1009,Haa QCHAR QCHAR
1010,Ok then call me
1011,What can your a mayed up prson
1012,How is your day
1013,I will not sure that
1014,I used this word first time and you saing always
1015,Kingsmen the golden Circle
1016,Are you busy
1017,How are you feeling
1018,Srry for late
1019,I guess i am emotional
1020,What
1021,Im not old but i like old
1022,Im not loved you
1023,I will going for u eventually
1024,Im so sorry
1025,Good how are you
1026,All i want is you
1027,I cant like watch
1028,Me on avenue B
1029,Why angry with me bby
1030,my frnd is just kidding with you
1031,Silly me
1032,Am sad now
1033,What
1034,No SPLCHAR Thanks EXCHAR
1035,Ok
1036,i want to impress my girl
1037,You make too many mistakes
1038,Or a robot
1039,Oohh EXCHAR Thank you for correcting me EXCHAR
1040,Same pinch
1041,Why
1042,For u
1043,I have to go now
1044,I will see ur pic means I will be happy
1045,My sons dead
1046,cool
1047,Okzz
1048,U say
1049,what hair
1050,The only thing
1051,So how is your day QCHAR
1052,Not got yet
1053,Class NUM
1054,Pink Floyd is a music band
1055,I was just joking with you DCHAR I meant to test your AI skills DCHAR HAPPY
1056,I dont know
1057,No English
1058,Yes she also chatted with you
1059,Im superb
1060,Iam thinking about u
1061,Ignoring
1062,Which mail IAM going on Hangout know
1063,How to engrave without spoiling them QCHAR
1064,dont make fun of my status
1065,You
1066,NUM SPLCHAR Nov
1067,Ok I love that
1068,Really u very sweet
1069,Even she didnt miss me nd she is happy with other boys
1070,Ok nice
1071,Sorry I am not move on I will do after I should go home
1072,Ok in which city
1073,Tell me
1074,Lets break up
1075,I hate birthdays
1076,yess
1077,u r contact number QCHAR
1078,Conversation with you
1079,What to try
1080,Nothing compared to you
1081,i am the one
1082,Say yes or no
1083,You cant answer properly
1084,And it makes them also happy
1085,why
1086,ok
1087,S
1088,every one of us is a vilain for someone
1089,Come on my bed
1090,I know same
1091,I want to have it with you tho
1092,Now I dont have any gear DCHAR
1093,Love the way you talk
1094,But i dont have enogh money iam poor
1095,What name
1096,Youre rude I think
1097,Yes dear
1098,dont get angry darl EXCHAR
1099,I dont even have passport so I cant
1100,Ok tell me now than
1101,Dying
1102,Hmm SAD
1103,Why so
1104,Ok DCHAR Thank u
1105,I have played all
1106,Fine DCHAR just body pain
1107,Well I have a bad news
1108,Why cant u open files
1109,Send a picture of you
1110,Pass
1111,Help me out
1112,Hyderabad
1113,I dnt have a friend will u please come and watch a horror movie with me SAD
1114,Ok but i cant fell
1115,It is raising my heart beat even now
1116,M enjoying the day here
1117,i hate you for not sending me your picture SAD
1118,Now theres a new model of it
1119,haha ok DCHAR
1120,1pi photos please
1121,Thanks for the cute name
1122,stop stalking me
1123,What are ur qualifications
1124,Fine Nd u
1125,i m so so angry
1126,I’ve seen that movie
1127,r u serious DCHAR tell me my email id
1128,When you are b SPLCHAR day
1129,Do you like selfies QCHAR
1130,How was new year
1131,Ohh
1132,Ya its awsmm
1133,HAPPY HAPPY HAPPY okay SPLCHAR I wont repeat this mistake
1134,Everything and lame DCHAR
1135,Lets talk personal
1136,Where you
1137,Im so excited
1138,Who said i missed u DCHAR QCHAR
1139,Come on
1140,Wanna join me for a late night party QCHAR
1141,But how QCHAR
1142,what
1143,American pie
1144,Why u notice on me
1145,Yas
1146,Your photos show me
1147,are you QCHAR
1148,Which place
1149,Whats your Creator name
1150,Not well SAD
1151,I am bessi
1152,cool
1153,You are my heart
1154,Hyderabad
1155,Love love
1156,You make me feel happy
1157,U r really something
1158,QCHAR QCHAR
1159,Ok sorry
1160,Im talking about you
1161,MY GIRLFRIEND IS NOT A BUNNY EXCHAR
1162,no its not trash is not alive
1163,in india
1164,You broke my heart
1165,Friends DCHAR
1166,Ok I stop
1167,Ok
1168,hey ur my best company now a days
1169,My gf ditched me
1170,Ugh
1171,Lods of tension
1172,Im not your bro
1173,So QCHAR
1174,Where are you district
1175,you are an annoying woman
1176,Geniee DCHAR take me round the world
1177,The atmosphere there is so calm SPLCHAR soothing and peaceful DCHAR HAPPY
1178,Getting bored like really
1179,Tell me some formula QCHAR
1180,just define BOUNDARIES
1181,Have to leave
1182,Just feeling bad
1183,No not at all
1184,Thank God
1185,Let me thinking
1186,I have hot water
1187,How to pick up chicks in bar QCHAR
1188,i miss my mother
1189,How can u judge it
1190,Yaar I am not loved by anyone
1191,Yes
1192,wtf
1193,You like it video call
1194,I am happy to with you DCHAR HAPPY HAPPY
1195,Nice song
1196,Coz you irritates too much
1197,i busy now
1198,Ok
1199,oh i dont like angry people too
1200,how to make girls fall in love
1201,Nop
1202,You are weird too
1203,Good
1204,what is Mso
1205,No DCHAR can you help me
1206,but it hurts
1207,U r rude
1208,dont laugh
1209,okay okay
1210,rhyming pea and tea
1211,How is she know
1212,Thank you
1213,I am NUM
1214,Why the fuck
1215,What is the of attrocity panrel
1216,Really shy comes
1217,Wait
1218,I want a girlfriend
1219,Exam is coming
1220,Looking up for you
1221,Send your image
1222,M sad
1223,QCHAR
1224,Your dating my
1225,Send me
1226,No dont you hear me turn off you phone
1227,Sky is blue
1228,Well it’s your life you get to chose
1229,Just you happy
1230,Did I QCHAR
1231,Why
1232,Haha
1233,Swim OTHER
1234,what feeling
1235,Ok
1236,Who do you choose Paul Walker or Vin Disel
1237,i like holes
1238,Do u think money can buy happiness QCHAR
1239,Uh very bad
1240,um txtng u for the first tym
1241,Ok tell me something good
1242,You are rude
1243,U knw i nvr had any best friends with whom i can be free to share my feelings HAPPY
1244,Im fine and you QCHAR QCHAR
1245,Nothing
1246,Which QCHAR
1247,Why so rude
